
----------------------header--------------------------
2017-03-01 10:41:26,671 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:41:26,671 [7] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:41:26,671 [7] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:45:49,054 [23] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:45:49,055 [23] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:45:49,379 [23] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:45:49,380 [23] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:45:49,380 [23] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:46:13,561 [21] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:46:15,170 [22] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:46:15,176 [22] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:46:15,176 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:46:15,176 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:46:15,180 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:46:15,180 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:46:15,180 [22] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:46:18,141 [20] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 10:46:18,141 [20] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:46:18,142 [20] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:46:18,161 [22] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:46:18,161 [22] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:46:18,162 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:46:18,162 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:46:18,162 [22] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:47:27,999 [22] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:47:29,273 [21] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:47:29,273 [21] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:47:29,275 [21] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:47:29,275 [21] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:47:29,275 [21] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:50:01,689 [25] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:50:01,689 [25] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:50:01,691 [25] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:50:01,691 [25] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:50:01,691 [25] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:51:05,421 [17] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:51:05,421 [17] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:51:05,422 [17] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:51:05,422 [17] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:51:05,422 [17] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:52:14,785 [29] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:52:14,785 [29] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:52:14,788 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:52:14,788 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:52:14,788 [29] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:55:50,670 [29] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:55:50,670 [29] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:55:50,671 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:55:50,671 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:55:50,671 [29] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:56:47,788 [29] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:56:47,788 [29] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:56:47,790 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:56:47,790 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:56:47,790 [29] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:57:24,168 [29] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:58:07,501 [33] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:58:07,501 [33] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:58:07,502 [33] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:58:07,502 [33] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:58:07,502 [33] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 10:58:41,654 [33] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 10:58:41,654 [33] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 10:58:41,656 [33] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 10:58:41,657 [33] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 10:58:41,657 [33] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:07:01,289 [12] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:07:01,290 [12] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:07:02,400 [12] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:07:02,400 [12] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:07:02,400 [12] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:15:04,010 [25] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:15:04,011 [25] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:15:04,313 [25] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:15:04,313 [25] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:15:04,313 [25] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:32:57,179 [26] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:32:57,180 [26] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:32:58,343 [26] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:32:58,344 [26] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:32:58,344 [26] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:33:21,291 [15] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:33:21,291 [15] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:33:21,293 [15] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:33:21,293 [15] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:33:21,293 [15] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:36:37,560 [42] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:36:37,561 [42] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:36:38,306 [42] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
